t_s,dev,v1,v2,v3
0.2100,disk0,1117171159322624,2512939364,14772403561525722
0.2100,disk0w,2455756750848,20971542,1406932701358
0.2100,disk4,64212545841152,129223902,880835301180068
0.2100,disk4w,92291072,14003,1225021470
0.2100,disk8,73861327898624,74342686,657093286528981
0.2100,disk8w,592850944,74049,18941394999
0.2100,disk6,107265866192896,174411061,1539875948532106
0.2100,disk6w,42423025664,129812,47251876248
0.2100,ram,74825695232,5095309312,321148
0.2100,cpu,16852181,25444262,583366586
0.2100,gpu,0,0,0
0.4016,disk0,1117171159322624,2512939364,14772403561525722
0.4016,disk0w,2455756750848,20971542,1406932701358
0.4016,disk4,64212545841152,129223902,880835301180068
0.4016,disk4w,92291072,14003,1225021470
0.4016,disk8,73861327898624,74342686,657093286528981
0.4016,disk8w,592850944,74049,18941394999
0.4016,disk6,107265866192896,174411061,1539875948532106
0.4016,disk6w,42423025664,129812,47251876248
0.4016,ram,74825695232,5095309312,321148
0.4016,cpu,16852181,25444262,583366586
0.4016,gpu,0,0,0
0.6062,disk0,1117171159322624,2512939364,14772403561525722
0.6062,disk0w,2455756750848,20971542,1406932701358
0.6062,disk4,64212545841152,129223902,880835301180068
0.6062,disk4w,92291072,14003,1225021470
0.6062,disk8,73861327898624,74342686,657093286528981
0.6062,disk8w,592850944,74049,18941394999
0.6062,disk6,107265866192896,174411061,1539875948532106
0.6062,disk6w,42423025664,129812,47251876248
0.6062,ram,74826629120,5078859776,321148
0.6062,cpu,16852214,25444323,583368360
0.6062,gpu,0,0,0
0.8016,disk0,1117171159322624,2512939364,14772403561525722
0.8016,disk0w,2455757242368,20971550,1406933029397
0.8016,disk4,64212545841152,129223902,880835301180068
0.8016,disk4w,92291072,14003,1225021470
0.8016,disk8,73861327898624,74342686,657093286528981
0.8016,disk8w,592850944,74049,18941394999
0.8016,disk6,107265866192896,174411061,1539875948532106
0.8016,disk6w,42423025664,129812,47251876248
0.8016,ram,74826629120,5078859776,321148
0.8016,cpu,16852214,25444323,583368360
0.8016,gpu,0,0,0
1.0100,disk0,1117171159339008,2512939368,14772403562798762
1.0100,disk0w,2455761563648,20971762,1406943052873
1.0100,disk4,64212545841152,129223902,880835301180068
1.0100,disk4w,92291072,14003,1225021470
1.0100,disk8,73861327898624,74342686,657093286528981
1.0100,disk8w,592850944,74049,18941394999
1.0100,disk6,107265866192896,174411061,1539875948532106
1.0100,disk6w,42423025664,129812,47251876248
1.0100,ram,74826629120,5078859776,321148
1.0100,cpu,16852214,25444323,583368360
