t_s,dev,v1,v2,v3
0.2100,disk0,894839471218688,2010253277,12580987015125276
0.2100,disk0w,1979156168704,18825593,1162249745463
0.2100,disk5,32102649243648,64632784,557476881106656
0.2100,disk5w,225980416,35966,1254168700
0.2100,disk4,35977031676928,36027246,395874840451029
0.2100,disk4w,1447553292288,1494268,591062455311
0.2100,disk8,52806924601344,85797632,874115956975946
0.2100,disk8w,4128768,601,984243925
0.2100,ram,78592835584,4372938752,278771
0.2100,cpu,14943999,21601406,517458714
0.2100,gpu,0,0,0
0.4031,disk0,894839471218688,2010253277,12580987015125276
0.4031,disk0w,1979156168704,18825593,1162249745463
0.4031,disk5,32102649243648,64632784,557476881106656
0.4031,disk5w,225980416,35966,1254168700
0.4031,disk4,35977031676928,36027246,395874840451029
0.4031,disk4w,1447553292288,1494268,591062455311
0.4031,disk8,52806924601344,85797632,874115956975946
0.4031,disk8w,4128768,601,984243925
0.4031,ram,78591197184,4372938752,278771
0.4031,cpu,14944003,21601407,517458876
0.4031,gpu,0,0,0
0.6101,disk0,894839471230976,2010253280,12580987015602817
0.6101,disk0w,1979156168704,18825593,1162249745463
0.6101,disk5,32102649243648,64632784,557476881106656
0.6101,disk5w,225980416,35966,1254168700
0.6101,disk4,35977031676928,36027246,395874840451029
0.6101,disk4w,1447553292288,1494268,591062455311
0.6101,disk8,52806924601344,85797632,874115956975946
0.6101,disk8w,4128768,601,984243925
0.6101,ram,78591197184,4372938752,278771
0.6101,cpu,14944003,21601407,517458876
0.6101,gpu,0,0,0
0.8101,disk0,894839471230976,2010253280,12580987015602817
0.8101,disk0w,1979156168704,18825593,1162249745463
0.8101,disk5,32102649243648,64632784,557476881106656
0.8101,disk5w,225980416,35966,1254168700
0.8101,disk4,35977031676928,36027246,395874840451029
0.8101,disk4w,1447553292288,1494268,591062455311
0.8101,disk8,52806924601344,85797632,874115956975946
0.8101,disk8w,4128768,601,984243925
0.8101,ram,78591197184,4372938752,278771
0.8101,cpu,14944003,21601407,517458876
0.8101,gpu,0,0,0
1.0068,disk0,894839471230976,2010253280,12580987015602817
1.0068,disk0w,1979156168704,18825593,1162249745463
1.0068,disk5,32102649243648,64632784,557476881106656
1.0068,disk5w,225980416,35966,1254168700
1.0068,disk4,35977031676928,36027246,395874840451029
1.0068,disk4w,1447553292288,1494268,591062455311
1.0068,disk8,52806924601344,85797632,874115956975946
1.0068,disk8w,4128768,601,984243925
1.0068,ram,78591197184,4372938752,278771
1.0068,cpu,14944003,21601407,517458876
1.0068,gpu,0,0,0
1.2101,disk0,894839477444608,2010253432,12580987038227352
1.2101,disk0w,1979156189184,18825598,1162249851087
1.2101,disk5,32102649243648,64632784,557476881106656
1.2101,disk5w,225980416,35966,1254168700
1.2101,disk4,35977031676928,36027246,395874840451029
1.2101,disk4w,1447553292288,1494268,591062455311
1.2101,disk8,52806924601344,85797632,874115956975946
1.2101,disk8w,4128768,601,984243925
1.2101,ram,78591197184,4372938752,278771
1.2101,cpu,14944003,21601407,517458876
1.2101,gpu,0,0,0
1.4059,disk0,894839477518336,2010253440,12580987039255474
1.4059,disk0w,1979156193280,18825599,1162249868503
1.4059,disk5,32102649243648,64632784,557476881106656
1.4059,disk5w,225980416,35966,1254168700
1.4059,disk4,35977031676928,36027246,395874840451029
1.4059,disk4w,1447553292288,1494268,591062455311
1.4059,disk8,52807031605248,85797895,874117189878977
1.4059,disk8w,4128768,601,984243925
1.4059,ram,78529085440,4373823488,278771
1.4059,cpu,14944078,21601473,517460465
1.4059,gpu,0,0,0
1.6101,disk0,894839477518336,2010253440,12580987039255474
1.6101,disk0w,1979156193280,18825599,1162249868503
1.6101,disk5,32102649243648,64632784,557476881106656
1.6101,disk5w,225980416,35966,1254168700
1.6101,disk4,35977031676928,36027246,395874840451029
1.6101,disk4w,1447553292288,1494268,591062455311
1.6101,disk8,52808099383296,85798960,874125824976814
1.6101,disk8w,4128768,601,984243925
1.6101,ram,78529085440,4373823488,278771
1.6101,cpu,14944078,21601473,517460465
1.6101,gpu,0,0,0
1.8101,disk0,894839848947712,2010254794,12580988063046577
1.8101,disk0w,1979156193280,18825599,1162249868503
1.8101,disk5,32102649243648,64632784,557476881106656
1.8101,disk5w,225980416,35966,1254168700
1.8101,disk4,35977031676928,36027246,395874840451029
1.8101,disk4w,1447553292288,1494268,591062455311
1.8101,disk8,52808099383296,85798960,874125824976814
1.8101,disk8w,4128768,601,984243925
1.8101,ram,78529085440,4373823488,278771
1.8101,cpu,14944078,21601473,517460465
1.8101,gpu,0,0,0
2.0101,disk0,894840441851904,2010256132,12580989049848899
2.0101,disk0w,1979156193280,18825599,1162249868503
2.0101,disk5,32102649243648,64632784,557476881106656
2.0101,disk5w,225980416,35966,1254168700
2.0101,disk4,35977031676928,36027246,395874840451029
2.0101,disk4w,1447553292288,1494268,591062455311
2.0101,disk8,52808099383296,85798960,874125824976814
2.0101,disk8w,4128768,601,984243925
2.0101,ram,78529085440,4373823488,278771
2.0101,cpu,14944078,21601473,517460465
2.0101,gpu,0,0,0
2.2101,disk0,894840676638720,2010256591,12580989382628676
2.2101,disk0w,1979156193280,18825599,1162249868503
2.2101,disk5,32102649243648,64632784,557476881106656
2.2101,disk5w,225980416,35966,1254168700
2.2101,disk4,35977031676928,36027246,395874840451029
2.2101,disk4w,1447553292288,1494268,591062455311
2.2101,disk8,52808099383296,85798960,874125824976814
2.2101,disk8w,4128768,601,984243925
2.2101,ram,78529085440,4373823488,278771
2.2101,cpu,14944078,21601473,517460465
2.2101,gpu,0,0,0
2.4024,disk0,894840678158336,2010256601,12580989384632172
2.4024,disk0w,1979156193280,18825599,1162249868503
2.4024,disk5,32102649243648,64632784,557476881106656
2.4024,disk5w,225980416,35966,1254168700
2.4024,disk4,35977031676928,36027246,395874840451029
2.4024,disk4w,1447553292288,1494268,591062455311
2.4024,disk8,52809032304640,85801109,874141976463589
2.4024,disk8w,4128768,601,984243925
2.4024,ram,72896856064,6926860288,278771
2.4024,cpu,14944165,21601538,517462177
2.4024,gpu,0,0,0
2.6062,disk0,894840678170624,2010256604,12580989385575629
2.6062,disk0w,1979156193280,18825599,1162249868503
2.6062,disk5,32102649243648,64632784,557476881106656
2.6062,disk5w,225980416,35966,1254168700
2.6062,disk4,35977031676928,36027246,395874840451029
2.6062,disk4w,1447553292288,1494268,591062455311
