t_s,dev,v1,v2,v3
0.2100,disk0,908401486254080,2043935081,12670455602677288
0.2100,disk0w,1979606364160,18856832,1163089779853
0.2100,disk5,37141934454784,74760183,605044605872631
0.2100,disk5w,225980416,35966,1254168700
0.2100,disk4,39900826170368,40012815,411690085212534
0.2100,disk4w,1447560398848,1495270,591099736239
0.2100,disk8,61290839164928,99487141,969619015734466
0.2100,disk8w,4128768,601,984243925
0.2100,ram,32094781440,4370956288,279516
0.2100,cpu,14975870,21761438,519790081
0.2100,gpu,0,0,0
0.4084,disk0,908401486254080,2043935081,12670455602677288
0.4084,disk0w,1979606364160,18856832,1163089779853
0.4084,disk5,37141934454784,74760183,605044605872631
0.4084,disk5w,225980416,35966,1254168700
0.4084,disk4,39900826170368,40012815,411690085212534
0.4084,disk4w,1447560398848,1495270,591099736239
0.4084,disk8,61290839164928,99487141,969619015734466
0.4084,disk8w,4128768,601,984243925
0.4084,ram,71831191552,4365008896,279516
0.4084,cpu,14975914,21761516,519791827
0.4084,gpu,0,0,0
0.6100,disk0,908401486282752,2043935088,12670455603570577
0.6100,disk0w,1979606388736,18856838,1163089920560
0.6100,disk5,37141934454784,74760183,605044605872631
0.6100,disk5w,225980416,35966,1254168700
0.6100,disk4,39900826170368,40012815,411690085212534
0.6100,disk4w,1447560398848,1495270,591099736239
0.6100,disk8,61290839164928,99487141,969619015734466
0.6100,disk8w,4128768,601,984243925
0.6100,ram,71831191552,4365008896,279516
0.6100,cpu,14975914,21761516,519791827
0.6100,gpu,0,0,0
0.8100,disk0,908401486295040,2043935091,12670455603935827
0.8100,disk0w,1979606396928,18856840,1163089955809
0.8100,disk5,37141934454784,74760183,605044605872631
0.8100,disk5w,225980416,35966,1254168700
0.8100,disk4,39900826170368,40012815,411690085212534
0.8100,disk4w,1447560398848,1495270,591099736239
0.8100,disk8,61290839164928,99487141,969619015734466
0.8100,disk8w,4128768,601,984243925
0.8100,ram,71831191552,4365008896,279516
0.8100,cpu,14975914,21761516,519791827
0.8100,gpu,0,0,0
1.0100,disk0,908401486299136,2043935092,12670455604520702
1.0100,disk0w,1979606396928,18856840,1163089955809
1.0100,disk5,37141934454784,74760183,605044605872631
1.0100,disk5w,225980416,35966,1254168700
1.0100,disk4,39900826170368,40012815,411690085212534
1.0100,disk4w,1447560398848,1495270,591099736239
1.0100,disk8,61290839164928,99487141,969619015734466
1.0100,disk8w,4128768,601,984243925
1.0100,ram,71831191552,4365008896,279516
1.0100,cpu,14975914,21761516,519791827
1.0100,gpu,0,0,0
1.2100,disk0,908401492484096,2043935234,12670455624993611
1.2100,disk0w,1979606396928,18856840,1163089955809
1.2100,disk5,37141934454784,74760183,605044605872631
1.2100,disk5w,225980416,35966,1254168700
1.2100,disk4,39900826170368,40012815,411690085212534
1.2100,disk4w,1447560398848,1495270,591099736239
1.2100,disk8,61290839164928,99487141,969619015734466
1.2100,disk8w,4128768,601,984243925
1.2100,ram,71831191552,4365008896,279516
1.2100,cpu,14975914,21761516,519791827
1.2100,gpu,0,0,0
1.4100,disk0,908401492606976,2043935244,12670455626120566
1.4100,disk0w,1979606401024,18856841,1163089971975
1.4100,disk5,37141934454784,74760183,605044605872631
1.4100,disk5w,225980416,35966,1254168700
1.4100,disk4,39900826170368,40012815,411690085212534
1.4100,disk4w,1447560398848,1495270,591099736239
1.4100,disk8,61291055220736,99487508,969621072205092
1.4100,disk8w,4128768,601,984243925
1.4100,ram,71291256832,4510072832,279516
1.4100,cpu,14975997,21761591,519793654
1.4100,gpu,0,0,0
1.6100,disk0,908401492606976,2043935244,12670455626120566
1.6100,disk0w,1979606401024,18856841,1163089971975
1.6100,disk5,37141934454784,74760183,605044605872631
1.6100,disk5w,225980416,35966,1254168700
1.6100,disk4,39900826170368,40012815,411690085212534
1.6100,disk4w,1447560398848,1495270,591099736239
1.6100,disk8,61292013946880,99488469,969628910351734
1.6100,disk8w,4128768,601,984243925
1.6100,ram,71291256832,4510072832,279516
1.6100,cpu,14975997,21761591,519793654
1.6100,gpu,0,0,0
1.8100,disk0,908401854173184,2043936559,12670456520988020
1.8100,disk0w,1979606421504,18856844,1163090012266
1.8100,disk5,37141934454784,74760183,605044605872631
1.8100,disk5w,225980416,35966,1254168700
1.8100,disk4,39900826170368,40012815,411690085212534
1.8100,disk4w,1447560398848,1495270,591099736239
1.8100,disk8,61292013946880,99488469,969628910351734
1.8100,disk8w,4128768,601,984243925
1.8100,ram,71291256832,4510072832,279516
1.8100,cpu,14975997,21761591,519793654
1.8100,gpu,0,0,0
2.0100,disk0,908402441375744,2043937907,12670457497835740
2.0100,disk0w,1979606421504,18856844,1163090012266
2.0100,disk5,37141934454784,74760183,605044605872631
2.0100,disk5w,225980416,35966,1254168700
2.0100,disk4,39900826170368,40012815,411690085212534
2.0100,disk4w,1447560398848,1495270,591099736239
2.0100,disk8,61292013946880,99488469,969628910351734
2.0100,disk8w,4128768,601,984243925
2.0100,ram,71291256832,4510072832,279516
2.0100,cpu,14975997,21761591,519793654
2.0100,gpu,0,0,0
2.2100,disk0,908402692939776,2043938398,12670457907298755
2.2100,disk0w,1979606437888,18856848,1163090092141
2.2100,disk5,37141934454784,74760183,605044605872631
2.2100,disk5w,225980416,35966,1254168700
2.2100,disk4,39900826170368,40012815,411690085212534
2.2100,disk4w,1447560398848,1495270,591099736239
2.2100,disk8,61292013946880,99488469,969628910351734
2.2100,disk8w,4128768,601,984243925
2.2100,ram,71291256832,4510072832,279516
2.2100,cpu,14975997,21761591,519793654
2.2100,gpu,0,0,0
2.4100,disk0,908402693279744,2043938410,12670457910371960
2.4100,disk0w,1979606441984,18856849,1163090113807
2.4100,disk5,37141934454784,74760183,605044605872631
2.4100,disk5w,225980416,35966,1254168700
2.4100,disk4,39900826170368,40012815,411690085212534
2.4100,disk4w,1447560398848,1495270,591099736239
2.4100,disk8,61293020612608,99490893,969647005649203
2.4100,disk8w,4128768,601,984243925
2.4100,ram,65572880384,6907478016,279516
2.4100,cpu,14976086,21761654,519795257
2.4100,gpu,0,0,0
2.6100,disk0,908402693292032,2043938413,12670457912497709
2.6100,disk0w,1979606441984,18856849,1163090113807
2.6100,disk5,37141934454784,74760183,605044605872631
2.6100,disk5w,225980416,35966,1254168700
2.6100,disk4,39900826170368,40012815,411690085212534
2.6100,disk4w,1447560398848,1495270,591099736239
2.6100,disk8,61294202710016,99495185,969674137693298
2.6100,disk8w,4128768,601,984243925
2.6100,ram,65572880384,6907478016,279516
2.6100,cpu,14976086,21761654,519795257
2.6100,gpu,81,0,0
2.8100,disk0,908403658096640,2043940002,12670470997836176
2.8100,disk0w,1979606441984,18856849,1163090113807
2.8100,disk5,37142601250816,74761549,605063405918277
2.8100,disk5w,225980416,35966,1254168700
2.8100,disk4,39901606425600,40013571,411701404349991
2.8100,disk4w,1447560398848,1495270,591099736239
2.8100,disk8,61295432861696,99497219,969699745543453
2.8100,disk8w,4128768,601,984243925
2.8100,ram,65572880384,6907478016,279516
2.8100,cpu,14976086,21761654,519795257
2.8100,gpu,0,0,0
3.0100,disk0,908404708220928,2043941726,12670487033591877
3.0100,disk0w,1979606441984,18856849,1163090113807
3.0100,disk5,37142993098752,74762345,605072351924303
3.0100,disk5w,225980416,35966,1254168700
3.0100,disk4,39902222119936,40014168,411710200010586
3.0100,disk4w,1447560398848,1495270,591099736239
3.0100,disk8,61296416884736,99498294,969722092221302
3.0100,disk8w,4128768,601,984243925
3.0100,ram,65572880384,6907478016,279516
3.0100,cpu,14976086,21761654,519795257
3.0100,gpu,10,0,0
3.2046,disk0,908405300772864,2043942772,12670495945323810
3.2046,disk0w,1979606441984,18856849,1163090113807
3.2046,disk5,37143398217728,74763181,605084727537729
3.2046,disk5w,225980416,35966,1254168700
3.2046,disk4,39902730712064,40014662,411718560048347
3.2046,disk4w,1447560398848,1495270,591099736239
3.2046,disk8,61297328584704,99500437,969742311448241
3.2046,disk8w,4128768,601,984243925
3.2046,ram,65572880384,6907478016,279516
3.2046,cpu,14976086,21761654,519795257
3.2046,gpu,0,0,0
3.4100,disk0,908406694068224,2043944874,12670517129208401
3.4100,disk0w,1979606482944,18856856,1163090262971
3.4100,disk5,37144198051840,74764822,605109968257052
3.4100,disk5w,225980416,35966,1254168700
3.4100,disk4,39903458259968,40015368,411728243256987
3.4100,disk4w,1447560398848,1495270,591099736239
3.4100,disk8,61298558318592,99501908,969773218997498
3.4100,disk8w,4128768,601,984243925
3.4100,ram,56732286976,8727756800,279516
3.4100,cpu,14976111,21761781,519796937
3.4100,gpu,10,0,0
3.6100,disk0,908407255580672,2043945684,12670522788343140
3.6100,disk0w,1979606482944,18856856,1163090262971
3.6100,disk5,37144987678720,74766442,605137968135927
3.6100,disk5w,225980416,35966,1254168700
3.6100,disk4,39903932036096,40015828,411734516993334
3.6100,disk4w,1447560398848,1495270,591099736239
3.6100,disk8,61299594377216,99503313,969797523218103
3.6100,disk8w,4128768,601,984243925
3.6100,ram,56732729344,8727756800,279516
3.6100,cpu,14976111,21761781,519796964
3.6100,gpu,24,0,0
3.8081,disk0,908408405721088,2043948425,12670541977842285
3.8081,disk0w,1979606482944,18856856,1163090262971
3.8081,disk5,37145660766208,74767821,605159589434922
3.8081,disk5w,225980416,35966,1254168700
3.8081,disk4,39904675312640,40016550,411746805125287
3.8081,disk4w,1447560398848,1495270,591099736239
3.8081,disk8,61300733466624,99505202,969820598165557
3.8081,disk8w,4128768,601,984243925
3.8081,ram,56732729344,8727756800,279516
3.8081,cpu,14976111,21761781,519796964
3.8081,gpu,43,1,0
4.0100,disk0,908409501630464,2043951091,12670560687698766
4.0100,disk0w,1979606482944,18856856,1163090262971
4.0100,disk5,37146233534464,74768998,605176874830607
4.0100,disk5w,225980416,35966,1254168700
4.0100,disk4,39905458648064,40017310,411762314264070
4.0100,disk4w,1447560398848,1495270,591099736239
4.0100,disk8,61301803227136,99507129,969846836108119
4.0100,disk8w,4128768,601,984243925
4.0100,ram,56732729344,8727756800,279516
4.0100,cpu,14976111,21761781,519796964
4.0100,gpu,15,0,0
4.2100,disk0,908410677297152,2043954313,12670580244748799
4.2100,disk0w,1979606482944,18856856,1163090262971
4.2100,disk5,37146812594176,74770188,605193482210000
4.2100,disk5w,225980416,35966,1254168700
4.2100,disk4,39906388653056,40018215,411780126208568
4.2100,disk4w,1447560398848,1495270,591099736239
4.2100,disk8,61303075715072,99509205,969876403099034
4.2100,disk8w,4128768,601,984243925
4.2100,ram,56732729344,8727756800,279516
4.2100,cpu,14976111,21761781,519796964
4.2100,gpu,33,0,0
4.4071,disk0,908411624308736,2043956471,12670595289487385
4.4071,disk0w,1979606482944,18856856,1163090262971
4.4071,disk5,37147242641408,74771067,605203845709702
4.4071,disk5w,225980416,35966,1254168700
4.4071,disk4,39907101029376,40018905,411792151253170
4.4071,disk4w,1447560398848,1495270,591099736239
4.4071,disk8,61304460253184,99511801,969921413739071
4.4071,disk8w,4128768,601,984243925
4.4071,ram,56732729344,8727756800,279516
4.4071,cpu,14976111,21761781,519796964
4.4071,gpu,7,1,0
4.6096,disk0,908412677685248,2043958971,12670611681364435
4.6096,disk0w,1979606482944,18856856,1163090262971
4.6096,disk5,37147882977280,74772380,605221298413718
4.6096,disk5w,225980416,35966,1254168700
4.6096,disk4,39907915265024,40019700,411804666829111
4.6096,disk4w,1447560398848,1495270,591099736239
4.6096,disk8,61305729439744,99513593,969957832173968
4.6096,disk8w,4128768,601,984243925
4.6096,ram,52514652160,11062296576,279516
4.6096,cpu,14976127,21761914,519798680
4.6096,gpu,0,0,0
4.8100,disk0,908413537501184,2043960826,12670625188583690
4.8100,disk0w,1979606482944,18856856,1163090262971
4.8100,disk5,37148532226048,74773713,605242052864893
4.8100,disk5w,225980416,35966,1254168700
4.8100,disk4,39908862817280,40020621,411824731213639
4.8100,disk4w,1447560398848,1495270,591099736239
4.8100,disk8,61306730940416,99515566,969978907221834
4.8100,disk8w,4128768,601,984243925
4.8100,ram,52514652160,11062296576,279516
4.8100,cpu,14976127,21761914,519798680
4.8100,gpu,0,0,0
5.0100,disk0,908414660526080,2043962976,12670642369258855
5.0100,disk0w,1979606482944,18856856,1163090262971
5.0100,disk5,37149534885888,74775765,605276494413744
5.0100,disk5w,225980416,35966,1254168700
5.0100,disk4,39909809599488,40021540,411840372993904
5.0100,disk4w,1447560398848,1495270,591099736239
5.0100,disk8,61307660945408,99517064,970001106791217
5.0100,disk8w,4128768,601,984243925
5.0100,ram,52514652160,11062296576,279516
5.0100,cpu,14976127,21761914,519798680
5.0100,gpu,0,0,0
5.2076,disk0,908415273943040,2043964229,12670650885022394
5.2076,disk0w,1979606482944,18856856,1163090262971
5.2076,disk5,37150173042688,74777080,605297918481412
5.2076,disk5w,225980416,35966,1254168700
5.2076,disk4,39910591886336,40022310,411855069342479
5.2076,disk4w,1447560398848,1495270,591099736239
5.2076,disk8,61308629043200,99518819,970023515930367
5.2076,disk8w,4128768,601,984243925
5.2076,ram,52514652160,11062296576,279516
5.2076,cpu,14976127,21761914,519798680
5.2076,gpu,16,3,0
5.4101,disk0,908416555630592,2043966500,12670671460897372
5.4101,disk0w,1979606482944,18856856,1163090262971
5.4101,disk5,37150971295744,74778717,605322871500276
5.4101,disk5w,225980416,35966,1254168700
5.4101,disk4,39911530001408,40023221,411870114358513
5.4101,disk4w,1447560398848,1495270,591099736239
5.4101,disk8,61309839583232,99520978,970058066374606
5.4101,disk8w,4128768,601,984243925
5.4101,ram,52514652160,11062296576,279516
5.4101,cpu,14976127,21761914,519798680
5.4101,gpu,21,3,0
5.6100,disk0,908417468088320,2043974895,12670689032371565
5.6100,disk0w,1979606482944,18856856,1163090262971
5.6100,disk5,37151497713664,74779795,605337860960969
5.6100,disk5w,225980416,35966,1254168700
5.6100,disk4,39912196797440,40023867,411880230665594
5.6100,disk4w,1447560398848,1495270,591099736239
5.6100,disk8,61311106443264,99523117,970091334304352
5.6100,disk8w,4128768,601,984243925
5.6100,ram,49534074880,12978634752,279516
5.6100,cpu,14976152,21762043,519800378
5.6100,gpu,0,0,0
5.8101,disk0,908418748821504,2044000640,12670721619164823
5.8101,disk0w,1979612270592,18857009,1163093540210
5.8101,disk5,37152210704384,74781255,605358308313199
